,count,mean,std,min,25%,50%,75%,max
ranfusisagroleovirgminigemi,400000.0,16.01846248335273,17.43390960460579,0.17351064040312006,7.1620106706639,11.190402987321097,18.253487689637787,493.4724721888931
ranfusi,400000.0,10.557125952401183,11.873819063766069,0.014943123243211655,4.362742792867829,7.584988721265461,12.724352796393271,424.9749240603176
sagroleovirgminigemi,400000.0,14.262087820518811,14.752730916450076,0.12007600743043992,6.591824094277686,10.29286908171448,16.561764238516936,422.55532116671645
sagroleo,400000.0,5.7876586648045985,8.313697201402466,0.029702049418808798,1.9650730753505843,3.5248735025492666,6.3840001713108485,328.6966471426623
virgminigemi,400000.0,8.922382542544588,10.261990818492698,0.05150786091327717,3.7120829082445566,6.167290563150469,10.352441847010223,358.08126475172014
minigemi,400000.0,5.174152333547566,6.593934118012046,0.0027949575490052113,1.6906733943161134,3.4050316840324553,6.3117543568964996,288.75431301148956
